FECHA_DE_VUELO|OPERADOR|NUMERO_DE_VUELO|RUTA|ESTACION_COMPENSA|ESTACION_EMITE_HOTEL|ESTACION_EMITE_ALIMENTACION|ESTACION_EMITE_TRANSPORTE|CABINA_POR_CLASE|CLASE_SERVICIO|Motivo|COMPENSACION_EN_EUROS
15.05.2016|EX|1740|LHREXT|LHR||LHR||Y|W|Delayed|206
15.05.2016|EX|1740|LHREXT|LHR||LHR||Y|W|Delayed|206
15.05.2016|EX|1740|LHREXT|LHR||LHR||Y|L|Delayed|206
15.05.2016|EX|1740|LHREXT|LHR||LHR||Y|U|Delayed|206
15.05.2016|EX|1740|LHREXT|LHR||LHR||Y|T|Delayed|206
15.05.2016|EX|1740|LHREXT|LHR||LHR||Y|U|Delayed|206
15.05.2016|EX|1740|LHREXT|LHR||LHR||Y|U|Delayed|206
15.05.2016|EX|240|FRALEJ|FRA||FRA||Y|U|Delayed|10
15.05.2016|EX|240|FRALEJ|FRA||FRA||Y|U|Delayed|10
15.05.2016|EX|240|FRALEJ|FRA||FRA||Y|U|Delayed|10
15.05.2016|EX|240|FRALEJ|FRA||FRA||Y|U|Delayed|10
15.05.2016|EX|240|FRALEJ|FRA||FRA||Y|T|Delayed|10
15.05.2016|EX|240|FRALEJ|FRA||FRA||Y|U|Delayed|10
15.05.2016|EX|240|FRALEJ|FRA||FRA||Y|U|Delayed|10
15.05.2016|EX|240|FRALEJ|FRA||FRA||Y|U|Delayed|10
15.05.2016|EX|240|FRALEJ|FRA||FRA||Y|U|Delayed|10
15.05.2016|EX|240|FRALEJ|FRA||FRA||Y|T|Delayed|10
15.05.2016|EX|747|FRASOU|FRA|FRA|||Y|U|Voluntary DB|556
15.05.2016|EX|243|LEJFRA|FRA|FRA|||Y|Q|Delayed|183
15.05.2016|EX|243|LEJFRA|FRA|FRA|||Y|Q|Delayed|183
15.05.2016|EX|447|DTMCRL|DTM|DTM||DTM|Y|W|Voluntary DB|448
15.05.2016|EX|14578|LPLFRA|LPL||LPL||Y|T|Delayed|0
15.05.2016|EX|14578|LPLFRA|LPL||LPL||Y|S|Delayed|0
15.05.2016|EX|14578|LPLFRA|LPL||LPL||Y|U|Delayed|0
15.05.2016|EX|14578|LPLFRA|LPL||LPL||Y|U|Delayed|0
15.05.2016|EX|14578|LPLFRA|LPL||LPL||Y|U|Delayed|0
15.05.2016|EX|14578|LPLFRA|LPL||LPL||Y|T|Delayed|0
15.05.2016|EX|1365|CWLLHR|CWL||||Y|L|Voluntary DB|85
15.05.2016|EX|774|FRABGO|BGO||||Y|Z|MHB|0
15.05.2016|EX|2124|BRUBHX|BRU||||Y|W|Delayed|85
15.05.2016|EX|11082|SXFCRL|SXF|SXF|||Y|B|Delayed|397
16.05.2016|EX|54|FRAMAN|FRA||||Y|W|Delayed|638
16.05.2016|EX|174|FRASNN|FRA|FRA|||Y|U|Voluntary DB|148
16.05.2016|EX|1566|LHRLKZ|LHR||LHR||Y|U|Delayed|208
16.05.2016|EX|2442|LGWCRL|LGW||||Y|A|Voluntary DB|0
16.05.2016|EX|2442|LGWCRL|LGW||||Y|O|Voluntary DB|0
16.05.2016|EX|14731|TLLFRA|TLL|||TLL|Y|U|Cancelled ECR|336
16.05.2016|EX|14731|TLLFRA|TLL|||TLL|Y|U|Cancelled ECR|336
16.05.2016|EX|14731|TLLFRA|TLL|||TLL|Y|X|Cancelled ECR|336
16.05.2016|EX|14731|TLLFRA|TLL|||TLL|Y|U|Cancelled ECR|336
16.05.2016|EX|14731|TLLFRA|TLL|||TLL|Y|S|Cancelled ECR|336
16.05.2016|EX|14730|FRATLL|MUC|||MUC|Y|O|Delayed ECR|336
16.05.2016|EX|14722|TLLFRA|TLL||||Y|X|Involuntary DB|120
16.05.2016|EX|177|SNNFRA|FRA||FRA||Y|U|Delayed ECR|10
16.05.2016|EX|399|FRACRL|FRA||FRA||Y|W|Voluntary DB|10
16.05.2016|EX|21|DSAFRA|FRA|FRA|||Y|T|Delayed|123
16.05.2016|EX|21|DSAFRA|FRA|FRA|||Y|T|Delayed|123
16.05.2016|EX|21|DSAFRA|FRA|FRA|||Y|X|Delayed|123
16.05.2016|EX|2715|CRLAMS|CRL||||Y|W|Involuntary DB|340
17.05.2016|EX|1566|LHRLKZ|LHR||LHR||Y|U|Delayed ECR|2
17.05.2016|EX|1566|LHRLKZ|LHR||LHR||Y|T|Delayed ECR|2
17.05.2016|EX|1566|LHRLKZ|LHR||LHR||Y|U|Delayed ECR|206
17.05.2016|EX|1566|LHRLKZ|LHR||LHR||Y|U|Delayed ECR|206
17.05.2016|EX|1746|LHREXT|LHR||||Y|T|Delayed ECR|204
17.05.2016|EX|12807|MUCFRA|MUC||MUC||Y|U|Delayed|6
17.05.2016|EX|12807|MUCFRA|MUC||MUC||Y|U|Delayed|6
17.05.2016|EX|12807|MUCFRA|MUC||MUC||Y|T|Delayed|6
17.05.2016|EX|2892|PRNCRL|PRN||||Y|H|Voluntary DB|0
17.05.2016|EX|2775|LEJCRL|LEJ||||Y||Voluntary DB|306
17.05.2016|EX|2772|CRLLEJ|CRL||||Y|T|Involuntary DB|204
17.05.2016|EX|2490|HAJCRL|HAJ||||Y|W|Delayed|0
17.05.2016|EX|1740|LHREXT|DUS||||Y|U|Delayed|204
17.05.2016|EX|57|MANFRA|FRA|FRA|||Y|S|Delayed ECR|123
17.05.2016|EX|57|MANFRA|MAN||MAN||Y|S|Delayed ECR|18
17.05.2016|EX|57|MANFRA|MAN||MAN||Y|W|Delayed ECR|18
17.05.2016|EX|57|MANFRA|MAN||MAN||Y|T|Delayed ECR|18
17.05.2016|EX|57|MANFRA|FRA|FRA|||Y|T|Delayed ECR|123
17.05.2016|EX|57|MANFRA|MAN||MAN||Y|T|Delayed ECR|18
17.05.2016|EX|57|MANFRA|FRA|FRA|||Y|T|Delayed ECR|123
17.05.2016|EX|57|MANFRA|FRA|FRA|||Y|T|Delayed ECR|123
17.05.2016|EX|57|MANFRA|FRA|FRA|||Y|T|Delayed ECR|123
17.05.2016|EX|2205|CWLTXL|TXL||||Y|U|MHB|170
17.05.2016|EX|2490|HAJCRL|HAJ||||Y|W|Delayed|51
17.05.2016|EX|2490|HAJCRL|HAJ||||Y|E|Delayed|51
18.05.2016|EX|1764|LHRBHX|LHR||||Y|U|Involuntary DB|170
17.05.2016|EX|2490|HAJCRL|HAJ|HAJ|||Y|T|Delayed|357
18.05.2016|EX|1479|POZLHR|LHR|LHR|||Y|U|Involuntary DB|259
17.05.2016|EX|789|BHXFRA|FRA|FRA|||Y|U|Delayed ECR|123
17.05.2016|EX|789|BHXFRA|FRA|FRA|||Y|T|Delayed ECR|183
17.05.2016|EX|789|BHXFRA|FRA|FRA|||Y|L|Delayed ECR|123
17.05.2016|EX|789|BHXFRA|FRA|FRA|||Y|L|Delayed ECR|123
18.05.2016|EX|1479|POZLHR|LHR|LHR|||Y|Y|Delayed|313
17.05.2016|EX|132|FRAEDI|FRA|FRA|||Y|S|Delayed|423
17.05.2016|EX|132|FRAEDI|FRA|FRA|||Y|S|Delayed|423
17.05.2016|EX|132|FRAEDI|FRA|FRA|||Y|T|Delayed|423
17.05.2016|EX|132|FRAEDI|FRA|FRA|||Y|T|Delayed|117
17.05.2016|EX|132|FRAEDI|FRA|FRA|||Y|W|Delayed|423
17.05.2016|EX|132|FRAEDI|FRA|FRA|||Y|U|Delayed|423
17.05.2016|EX|132|FRAEDI|FRA|FRA|||Y|U|Delayed|423
17.05.2016|EX|132|FRAEDI|FRA|FRA|||Y|U|Delayed|423
18.05.2016|EX|135|EDIFRA|EDI||||Y|U|Delayed|255
18.05.2016|EX|135|EDIFRA|EDI||||C|I|Delayed|493
18.05.2016|EX|135|EDIFRA|EDI||||Y|U|Delayed|255
18.05.2016|EX|135|EDIFRA|FRA|FRA|FRA||Y|U|Delayed|162
18.05.2016|EX|135|EDIFRA|FRA|FRA|||Y|H|Delayed|153
18.05.2016|EX|135|EDIFRA|EDI||||Y|U|Delayed|255
18.05.2016|EX|135|EDIFRA|EDI||||Y|T|Delayed|255
18.05.2016|EX|135|EDIFRA|EDI||||Y|T|Delayed|255
18.05.2016|EX|12567|SXFFRA|FRA|FRA|||Y|U|Delayed|123
18.05.2016|EX|12567|SXFFRA|FRA|FRA|||Y|Y|Delayed|123
18.05.2016|EX|12567|SXFFRA|SXF||SXF||Y|T|Delayed|1
18.05.2016|EX|12567|SXFFRA|SXF||SXF||Y|L|Delayed|1
18.05.2016|EX|12567|SXFFRA|FRA|FRA|||Y|W|Delayed|123
17.05.2016|EX|57|MANFRA|MAN||MAN||Y|W|Delayed ECR|18
17.05.2016|EX|57|MANFRA|MAN||MAN||Y|T|Delayed ECR|18
17.05.2016|EX|57|MANFRA|MAN||MAN||Y|U|Delayed ECR|18
18.05.2016|EX|14739|FRATLL|MUC|||MUC|Y|U|Delayed ECR|378
18.05.2016|EX|14739|FRATLL|MUC|||MUC|Y|X|Delayed ECR|378
18.05.2016|EX|14740|TLLFRA|TLL|||TLL|Y|U|Cancelled ECR|416
18.05.2016|EX|14740|TLLFRA|TLL|||TLL|Y|U|Cancelled ECR|416
18.05.2016|EX|14740|TLLFRA|TLL|||TLL|Y|L|Cancelled ECR|416
18.05.2016|EX|14740|TLLFRA|TLL|||TLL|Y|U|Cancelled ECR|416
18.05.2016|EX|14740|TLLFRA|TLL|||TLL|Y|U|Cancelled ECR|416
18.05.2016|EX|14740|TLLFRA|TLL|||TLL|Y|P|Cancelled ECR|416
17.05.2016|EX|2490|HAJCRL|HAJ||||Y|E|Delayed|51
17.05.2016|EX|2490|HAJCRL|HAJ||||Y|L|Delayed|51
18.05.2016|EX|5064|SXFDRS|SXF||SXF||Y|Q|Delayed|34
18.05.2016|EX|5064|SXFDRS|SXF||SXF||Y|Q|Delayed|34
17.05.2016|EX|2490|HAJCRL|HAJ||||Y|A|Delayed|51
17.05.2016|EX|2490|HAJCRL|HAJ||||Y|L|Delayed|51
09.05.2016|EX|0||DSA||||Y|||816
17.05.2016|EX|2490|HAJCRL|HAJ||||C|I|Delayed|85
17.05.2016|EX|2490|HAJCRL|HAJ||||Y|W|Delayed|51
17.05.2016|EX|2490|HAJCRL|HAJ||||Y|O|Delayed|51
17.05.2016|EX|2490|HAJCRL|HAJ||||Y|T|Delayed|51
18.05.2016|EX|1461|DUSLHR|DUS||||Y|T|Delayed|425
18.05.2016|EX|4875|STNSXF|STN||||Y|K|Cancelled|34
18.05.2016|EX|1479|POZLHR|LHR||||Y|W|Cancelled|204
18.05.2016|EX|1479|POZLHR|LHR||||Y|U|Cancelled|204
18.05.2016|EX|1479|POZLHR|LHR||||Y|P|Cancelled|204
18.05.2016|EX|1479|POZLHR|LHR||||Y|A|Cancelled|204
18.05.2016|EX|1479|POZLHR|LHR||||Y|U|Cancelled|204
18.05.2016|EX|258|SOUFRA|FRA|FRA|||C|D|Delayed ECR|153
18.05.2016|EX|13806|DTMFRA|FRA||FRA||Y|K|Cancelled|6
18.05.2016|EX|4875|STNSXF|STN||||Y|K|Cancelled|34
18.05.2016|EX|258|SOUFRA|FRA|FRA|||Y|T|Delayed ECR|183
18.05.2016|EX|14772|BOHFRA|BOH||BOH||Y|U|Delayed|6
18.05.2016|EX|14772|BOHFRA|BOH||BOH||Y|U|Delayed|6
18.05.2016|EX|14772|BOHFRA|BOH||BOH||Y|P|Delayed|6
18.05.2016|EX|14772|BOHFRA|BOH||BOH||Y|P|Delayed|6
18.05.2016|EX|1476|LHRPOZ|LHR||LHR||Y|S|Cancelled|87
18.05.2016|EX|1476|LHRPOZ|LHR||LHR||Y|W|Cancelled|87
18.05.2016|EX|1479|POZLHR|POZ||||Y|U|Cancelled|0
18.05.2016|EX|789|BHXFRA|FRA|FRA|||Y|S|Delayed|123
18.05.2016|EX|789|BHXFRA|BHX||||Y|U|Delayed|204
18.05.2016|EX|789|BHXFRA|BHX||||Y|U|Delayed|204
18.05.2016|EX|789|BHXFRA|FRA|FRA|||Y|K|Delayed|123
03.05.2016|EX|0||FRA||||Y|||255
18.05.2016|EX|384|FRAPOM|POM|POM||POM|Y|U|Cancelled|1218
18.05.2016|EX|384|FRAPOM|POM|POM||POM|Y|U|Cancelled|1218
18.05.2016|EX|14220|FRAMST|FRA||||Y|U|Voluntary DB|120
18.05.2016|EX|2901|CRLPRN|PRN||PRN||Y|S|Delayed ECR|34
18.05.2016|EX|276|FRAGDN|GDN|GDN|||Y|X|Cancelled|230
18.05.2016|EX|1560|LHRLKZ|LHR|LHR|||Y|U|Involuntary DB|143
18.05.2016|EX|2205|BHXCWL|BHX||||Y|Z|Delayed|85
18.05.2016|EX|2205|BHXCWL|BHX||||Y|E|Delayed|85
18.05.2016|EX|2205|BHXCWL|BHX||||Y|A|Delayed|85
18.05.2016|EX|1191|BRULHR|BRU||||Y|U|Delayed|170
18.05.2016|EX|111|GOTFRA|FRA|FRA|||Y|T|Delayed ECR|153
18.05.2016|EX|21|DSAFRA|FRA|FRA|||Y|U|Delayed ECR|153
20.05.2016|EX|1764|LHRBHX|LHR||||C||Involuntary DB|255
18.05.2016|EX|21|DSAFRA|FRA|FRA|||Y|Z|Delayed ECR|153
18.05.2016|EX|21|DSAFRA|FRA|FRA|||Y|E|Delayed ECR|153
18.05.2016|EX|21|DSAFRA|FRA|FRA|||Y|P|Delayed ECR|153
18.05.2016|EX|2406|LCYCRL|LCY|LCY|LCY|LCY|Y|W|Involuntary DB|160
18.05.2016|EX|21|DSAFRA|FRA|FRA|||Y|U|Delayed ECR|153
18.05.2016|EX|21|DSAFRA|FRA|FRA|||Y|T|Delayed ECR|317
19.05.2016|EX|1566|LHRLKZ|LHR||LHR||Y|U|Delayed|2
18.05.2016|EX|111|GOTFRA|FRA|FRA|||Y|T|Delayed ECR|123
19.05.2016|EX|747|FRASOU|FRA||||C|D|Involuntary DB|1020
18.05.2016|EX|4860|SXFSTN|SXF||SXF||Y|L|Delayed|1
18.05.2016|EX|4860|SXFSTN|SXF||SXF||Y|L|Delayed|1
18.05.2016|EX|4860|SXFSTN|SXF||SXF||Y|E|Delayed|35
18.05.2016|EX|4860|SXFSTN|SXF||SXF||Y|H|Delayed|1
18.05.2016|EX|4860|SXFSTN|SXF||SXF||Y|H|Delayed|1
18.05.2016|EX|4860|SXFSTN|SXF||SXF||Y|W|Delayed|1
19.05.2016|EX|4875|STNSXF|STN||||Y|W|Cancelled|0
19.05.2016|EX|14176|LTNFRA|LTN||LTN||Y|U|Delayed|4
19.05.2016|EX|14176|LTNFRA|LTN||LTN||Y|U|Delayed|4
19.05.2016|EX|14176|LTNFRA|LTN||LTN||Y|P|Delayed|4
19.05.2016|EX|12876|FKBFRA|FKB||FKB||Y|E|Delayed|4
19.05.2016|EX|12876|FKBFRA|FKB||FKB||Y|E|Delayed|4
19.05.2016|EX|12856|STRFRA|FRA||FRA||Y|P|Delayed|5
18.05.2016|EX|1764|LHRBHX|WAW||||Y|K|Voluntary DB|251
12.05.2016|EX|0||LHR||||Y|||204
19.05.2016|EX|4890|SXFSTN|SXF||SXF||Y|K|Delayed|68
19.05.2016|EX|4890|SXFSTN|SXF||||Y|L|Delayed|0
19.05.2016|EX|4890|SXFSTN|SXF||SXF||Y|K|Delayed|68
19.05.2016|EX|207|LEJFRA|LEJ||LEJ||Y|S|Delayed|17
19.05.2016|EX|207|LEJFRA|FRA|FRA|||C|I|Delayed|153
19.05.2016|EX|207|LEJFRA|LEJ||LEJ||Y|S|Delayed|17
19.05.2016|EX|207|LEJFRA|FRA|FRA|||Y|Z|Delayed|153
19.05.2016|EX|14749|TLLFRA|TLL||TLL|TLL|Y|Z|Cancelled|419
19.05.2016|EX|14749|TLLFRA|TLL||TLL|TLL|Y|P|Cancelled|339
19.05.2016|EX|14749|TLLFRA|TLL||TLL|TLL|Y|P|Cancelled|419
19.05.2016|EX|14749|TLLFRA|TLL||TLL|TLL|Y|P|Cancelled|339
19.05.2016|EX|14749|TLLFRA|TLL||TLL|TLL|Y|A|Cancelled|419
19.05.2016|EX|207|LEJFRA|FRA|FRA|||Y|W|Delayed|153
19.05.2016|EX|207|LEJFRA|LEJ||LEJ||Y|S|Delayed|17
19.05.2016|EX|207|LEJFRA|LEJ||LEJ||Y|U|Delayed|17
19.05.2016|EX|207|LEJFRA|FRA||FRA||Y|O|Delayed|5
19.05.2016|EX|4890|SXFSTN|SXF||SXF||Y|Z|Delayed ECR|34
19.05.2016|EX|14748|FRATLL|MUC|||MUC|Y|U|Cancelled|336
19.05.2016|EX|14748|FRATLL|MUC|||MUC|Y|S|Cancelled|336
19.05.2016|EX|5091|FFDSXF|FFD||FFD||Y|L|Delayed|0
19.05.2016|EX|5091|FFDSXF|FFD||FFD||Y|L|Delayed|0
19.05.2016|EX|5091|FFDSXF|FFD||FFD||Y|L|Delayed|0
19.05.2016|EX|5091|FFDSXF|FFD||FFD||Y|V|Delayed|0
19.05.2016|EX|14092|MSTABZ|MST||MST||Y|U|Delayed|5
19.05.2016|EX|14092|MSTABZ|MST||MST||Y|S|Delayed|5
19.05.2016|EX|14092|MSTABZ|MST||MST||Y|S|Delayed|5
19.05.2016|EX|14092|MSTABZ|MST||MST||Y|S|Delayed|5
19.05.2016|EX|14092|MSTABZ|MST||MST||Y|S|Delayed|5
19.05.2016|EX|14092|MSTABZ|MST||MST||Y|S|Delayed|5
19.05.2016|EX|14092|MSTABZ|MST||MST||Y|W|Delayed|5
19.05.2016|EX|14092|MSTABZ|MST||MST||Y|W|Delayed|5
19.05.2016|EX|14092|MSTABZ|MST||MST||Y|L|Delayed|5
19.05.2016|EX|14092|MSTABZ|MST||MST||Y|P|Delayed|5
19.05.2016|EX|14092|MSTABZ|MST||MST||Y|K|Delayed|5
19.05.2016|EX|255|FRASOU|FRA|FRA|||Y|S|Involuntary DB|586
19.05.2016|EX|255|FRASOU|FRA|FRA|||Y|S|Involuntary DB|586
19.05.2016|EX|1779|LHRSTN|LHR|LHR|||Y|U|Cancelled|347
19.05.2016|EX|5013|STNSXF|STN||STN||Y|T|Delayed|21
19.05.2016|EX|5013|STNSXF|STN||STN||Y|W|Delayed|21
19.05.2016|EX|5013|STNSXF|STN||STN||Y|E|Delayed|21
19.05.2016|EX|5013|STNSXF|STN||STN||Y|K|Delayed|21
19.05.2016|EX|5013|STNSXF|STN||STN||Y|V|Delayed|21
19.05.2016|EX|255|FRASOU|FRA|FRA|||Y|L|Voluntary DB|616
19.05.2016|EX|2406|LCYCRL|LCY|LCY|LCY|LCY|Y|W|Involuntary DB|206
19.05.2016|EX|2406|LCYCRL|LCY|LCY|LCY|LCY|Y|P|Involuntary DB|206
20.05.2016|EX|1776|STNLHR|STN||||Y|U|Cancelled|170
20.05.2016|EX|4875|STNSXF|STN||STN||Y|S|Cancelled|422
20.05.2016|EX|4875|STNSXF|STN||STN||Y|H|Cancelled|422
20.05.2016|EX|14740|TLLFRA|TLL|||TLL|Y|S|Cancelled ECR|416
20.05.2016|EX|14740|TLLFRA|TLL|||TLL|Y|W|Cancelled ECR|416
20.05.2016|EX|14739|FRATLL|MUC|||MUC|Y|S|Delayed ECR|378
20.05.2016|EX|14739|FRATLL|MUC|||MUC|Y|S|Delayed ECR|378
20.05.2016|EX|14739|FRATLL|MUC|||MUC|Y|Z|Delayed ECR|378
20.05.2016|EX|14739|FRATLL|MUC|||MUC|Y|P|Delayed ECR|378
21.05.2016|EX|1767|BHXLHR|BHX||||Y|T|Involuntary DB|170
20.05.2016|EX|981|LHRSNN|LHR||||C|I|Delayed|136
20.05.2016|EX|981|LHRSNN|LHR||||Y|L|Delayed|85
20.05.2016|EX|981|LHRSNN|LHR||||Y|V|Delayed|85
20.05.2016|EX|981|LHRSNN|LHR||||Y|X|Delayed|85
20.05.2016|EX|981|LHRSNN|LHR||||Y|U|Delayed|85
10.05.2016|EX|0||HAM||||Y|||84
20.05.2016|EX|1740|LHREXT|LHR||||Y|P|Delayed|204
20.05.2016|EX|1740|LHREXT|LHR||||Y|L|Delayed|204
20.05.2016|EX|1740|LHREXT|LHR||||Y|U|Delayed|204
20.05.2016|EX|1740|LHREXT|LHR||||Y|U|Delayed|147
20.05.2016|EX|2427|CRLHAJ|CRL||||Y|A|Involuntary DB|85
20.05.2016|EX|2400|LCYCRL|LCY|LCY|LCY|LCY|Y|S|Involuntary DB|218
20.05.2016|EX|2400|LCYCRL|LCY||LCY||Y|O|Involuntary DB|91
20.05.2016|EX|2400|LCYCRL|LCY||LCY||Y|E|Involuntary DB|91
20.05.2016|EX|4899|DRSSTN|DRS||||Y|Q|Voluntary DB|79
20.05.2016|EX|14043|ABZLPL|ABZ||ABZ||Y|T|Voluntary DB|126
20.05.2016|EX|14614|ABZFRA|FRA||FRA||Y|W|Cancelled|5
20.05.2016|EX|339|FRASTN|FRA||FRA||Y|W|Voluntary DB|316
20.05.2016|EX|240|FRALEJ|FRA||FRA||Y|U|Delayed|10
20.05.2016|EX|240|FRALEJ|FRA||FRA||Y|T|Delayed|10
20.05.2016|EX|240|FRALEJ|FRA||FRA||Y|T|Delayed|10
20.05.2016|EX|240|FRALEJ|FRA||FRA||Y|U|Delayed|10
20.05.2016|EX|240|FRALEJ|FRA||FRA||Y|U|Delayed|10
20.05.2016|EX|240|FRALEJ|FRA||FRA||Y|U|Delayed|10
20.05.2016|EX|240|FRALEJ|FRA||FRA||Y|U|Delayed|10
20.05.2016|EX|240|FRALEJ|FRA||FRA||Y|U|Delayed|10
20.05.2016|EX|1101|LHRDTM|FRA|FRA|||Y|X|Cancelled|123
20.05.2016|EX|1101|LHRDTM|ABZ|ABZ|||C|I|Cancelled|126
20.05.2016|EX|1101|LHRDTM|LHR||||Y|U|Cancelled|204
20.05.2016|EX|1101|LHRDTM|LHR||||Y|U|Cancelled|204
20.05.2016|EX|1101|LHRDTM|LHR||||Y|T|Cancelled|204
20.05.2016|EX|1101|LHRDTM|FRA|FRA|||Y|K|Cancelled|123
20.05.2016|EX|1101|LHRDTM|FRA|FRA|||Y|S|Cancelled|123
20.05.2016|EX|756|FRAPOM|POM|POM||POM|Y|U|Cancelled|305
21.05.2016|EX|1284|CRLLHR|CRL||||Y||Voluntary DB|255
20.05.2016|EX|12571|FRASTN|FRA|FRA|||Y|U|Cancelled|398
20.05.2016|EX|243|LEJFRA|LEJ||LEJ||Y|T|Delayed|17
20.05.2016|EX|243|LEJFRA|LEJ||LEJ||Y|T|Delayed|17
20.05.2016|EX|243|LEJFRA|FRA|FRA|||Y|U|Delayed|123
20.05.2016|EX|243|LEJFRA|FRA|FRA|||Y|A|Delayed|248
20.05.2016|EX|243|LEJFRA|FRA|FRA|||Y|U|Delayed|123
20.05.2016|EX|243|LEJFRA|LEJ||LEJ||Y|T|Delayed|17
20.05.2016|EX|243|LEJFRA|FRA|FRA|||Y|U|Delayed|123
20.05.2016|EX|243|LEJFRA|LEJ||LEJ||Y|A|Delayed|17
20.05.2016|EX|261|FRAPRN|FRA|FRA|||Y|G|Voluntary DB|525
21.05.2016|EX|1104|DTMLHR|DTM||||Y|Z|Cancelled|255
21.05.2016|EX|1104|DTMLHR|DTM||||Y|W|Cancelled|255
21.05.2016|EX|4908||STN||||Y|Q|Delayed|102
21.05.2016|EX|4908||STN||||Y|N|Delayed|102
21.05.2016|EX|4908||STN||||Y|E|Delayed|102
21.05.2016|EX|4908||STN||||Y|E|Delayed|0
21.05.2016|EX|13909|FRANUE|FRA||FRA||Y|Z|Cancelled|3
21.05.2016|EX|13909|FRANUE|FRA||FRA||Y|X|Cancelled|3
21.05.2016|EX|13909|FRANUE|FRA||FRA||Y|S|Cancelled|3
21.05.2016|EX|14740|TLLFRA|TLL|||TLL|Y|G|Cancelled ECR|416
21.05.2016|EX|14740|TLLFRA|TLL|||TLL|Y|W|Cancelled ECR|416
21.05.2016|EX|14740|TLLFRA|TLL|||TLL|Y|U|Cancelled ECR|416
21.05.2016|EX|2424|HAJCRL|HAJ||||Y|T|Delayed|0
01.05.2016|EX|5097|FFDSXF|FFD||||Y|V|Delayed|0
20.05.2016|EX|243|LEJFRA|LEJ||LEJ||Y|U|Delayed|17
20.05.2016|EX|243|LEJFRA|LEJ||LEJ||Y|U|Delayed|17
21.05.2016|EX|13941|NUEFRA|NUE||NUE||Y|S|Delayed|0
21.05.2016|EX|1704|LHRCWL|BRU||||Y|Y|Involuntary DB|170
21.05.2016|EX|12895|FRAFKB|FRA|FRA|||Y|T|Involuntary DB|272
15.05.2016|EX|0||FRA||||Y|||60
21.05.2016|EX|792|FRAKEF|FRA|FRA|||Y|U|Delayed ECR|153
21.05.2016|EX|5049|STNSXF|STN||||Y|E|Delayed|34
21.05.2016|EX|5049|STNSXF|STN||||Y|E|Delayed|34
21.05.2016|EX|273|AALFRA|FRA|FRA|||Y|X|Delayed|89
22.05.2016|EX|14164|LTNFRA|LTN||LTN||Y|U|Delayed|4
22.05.2016|EX|14164|LTNFRA|LTN||LTN||Y|S|Delayed|4
22.05.2016|EX|14164|LTNFRA|LTN||LTN||Y|U|Delayed|4
22.05.2016|EX|2418|HAJCRL|HAJ||||Y|P|Involuntary DB|0
22.05.2016|EX|14731|TLLFRA|TLL|||TLL|Y|U|Delayed ECR|865
22.05.2016|EX|14722|TLLFRA|TLL|||TLL|Y|U|Cancelled ECR|416
22.05.2016|EX|14722|TLLFRA|TLL|||TLL|Y|X|Cancelled ECR|416
22.05.2016|EX|14722|TLLFRA|TLL|||TLL|Y|S|Cancelled ECR|416
22.05.2016|EX|14722|TLLFRA|TLL|||TLL|Y|T|Cancelled ECR|416
22.05.2016|EX|14722|TLLFRA|TLL|||TLL|Y|P|Cancelled ECR|416
22.05.2016|EX|14722|TLLFRA|TLL|||TLL|Y|P|Cancelled ECR|416
22.05.2016|EX|14734|TLLFRA|TLL|||TLL|Y|T|Cancelled ECR|416
22.05.2016|EX|14770|FRABOH|BOH|||BOH|Y|U|Cancelled ECR|448
22.05.2016|EX|14770|FRABOH|BOH|||BOH|Y|U|Cancelled ECR|448
22.05.2016|EX|14770|FRABOH|BOH|||BOH|Y|W|Cancelled ECR|448
22.05.2016|EX|14770|FRABOH|BOH|||BOH|Y|X|Cancelled ECR|448
22.05.2016|EX|14770|FRABOH|BOH|||BOH|Y|X|Cancelled ECR|448
22.05.2016|EX|14770|FRABOH|BOH|||BOH|Y|U|Cancelled ECR|448
22.05.2016|EX|14770|FRABOH|BOH|||BOH|Y|U|Cancelled ECR|448
22.05.2016|EX|14770|FRABOH|BOH|||BOH|Y|U|Cancelled ECR|448
22.05.2016|EX|14770|FRABOH|BOH|||BOH|Y|U|Cancelled ECR|448
22.05.2016|EX|14770|FRABOH|BOH|||BOH|Y|T|Cancelled ECR|448
22.05.2016|EX|4914|STNDRS|STN||STN||Y|Q|Delayed|368
22.05.2016|EX|4914|STNDRS|STN||STN||Y|K|Delayed|368
22.05.2016|EX|4914|STNDRS|STN||STN||Y|Z|Delayed|368
22.05.2016|EX|5061|DRSSXF|DRS||DRS||Y|G|Delayed|102
22.05.2016|EX|13974|FRAABZ|FRA||||Y|S|Involuntary DB|120
22.05.2016|EX|5061|DRSSXF|DRS||DRS||Y|G|Delayed|102
22.05.2016|EX|240|FRALEJ|FRA|FRA|||Y|U|Voluntary DB|489
22.05.2016|EX|5061|DRSSXF|DRS||DRS||Y|G|Delayed|102
22.05.2016|EX|207|LEJFRA|FRA|FRA|||Y|W|Delayed ECR|123
22.05.2016|EX|2490|HAJCRL|HAJ|HAJ|HAJ|HAJ|Y|S|Voluntary DB|0
22.05.2016|EX|13962|FRAABZ|FRA||||Y|T|Voluntary DB|120
22.05.2016|EX|2490|HAJCRL|HAJ|HAJ|HAJ|HAJ|Y|A|Voluntary DB|0
22.05.2016|EX|12774|MUCFRA|MUC||||Y|U|Voluntary DB|120
